CVE,CVSS,EPSS,KEV,Priority
CVE-2023-40456,3.3,0.00027,0,33.0135
CVE-2023-40520,3.3,0.00027,0,33.0135
CVE-2023-40395,3.3,0.00026,0,33.013
CVE-2024-57898,3.3,0.00026,0,33.013
CVE-2023-40427,3.3,0.00026,0,33.013
CVE-2023-29383,3.3,0.00025,0,33.0125
CVE-2024-23257,3.3,0.00025,0,33.0125
CVE-2024-23210,3.3,0.00025,0,33.0125
CVE-2024-40791,3.3,0.00024,0,33.012
CVE-2025-54086,3.3,0.00024,0,33.012
CVE-2025-11011,3.3,0.00024,0,33.012
CVE-2025-21077,3.3,0.00024,0,33.012
CVE-2024-23227,3.3,0.00024,0,33.012
CVE-2023-41065,3.3,0.00024,0,33.012
CVE-2025-6199,3.3,0.00024,0,33.012
CVE-2025-11412,3.3,0.00023,0,33.0115
CVE-2025-11413,3.3,0.00023,0,33.0115
CVE-2024-23211,3.3,0.00023,0,33.0115
CVE-2025-11494,3.3,0.00023,0,33.0115
CVE-2025-23338,3.3,0.00023,0,33.0115
CVE-2025-11495,3.3,0.00023,0,33.0115
CVE-2025-2915,3.3,0.00023,0,33.0115
CVE-2025-11414,3.3,0.00023,0,33.0115
CVE-2025-11013,3.3,0.00022,0,33.011
CVE-2023-46051,3.3,0.00021,0,33.0105
CVE-2022-4981,3.3,0.00021,0,33.0105
CVE-2023-40384,3.3,0.0002,0,33.01
CVE-2025-12206,3.3,0.0002,0,33.01
CVE-2024-41007,3.3,0.0002,0,33.01
CVE-2025-11840,3.3,0.0002,0,33.01
CVE-2025-23271,3.3,0.0002,0,33.01
CVE-2025-12207,3.3,0.0002,0,33.01
CVE-2025-23340,3.3,0.0002,0,33.01
CVE-2025-8735,3.3,0.00019,0,33.0095
CVE-2025-11639,3.3,0.00019,0,33.0095
CVE-2025-27534,3.3,0.00018,0,33.009
CVE-2025-24304,3.3,0.00018,0,33.009
CVE-2025-22452,3.3,0.00018,0,33.009
CVE-2025-20102,3.3,0.00018,0,33.009
CVE-2025-22842,3.3,0.00018,0,33.009
CVE-2025-25057,3.3,0.00018,0,33.009
CVE-2024-46794,3.3,0.00018,0,33.009
CVE-2021-36085,3.3,0.00017,0,33.0085
CVE-2021-36084,3.3,0.00017,0,33.0085
CVE-2025-43255,3.3,0.00017,0,33.0085
CVE-2021-36086,3.3,0.00017,0,33.0085
CVE-2025-43283,3.3,0.00017,0,33.0085
CVE-2021-36087,3.3,0.00017,0,33.0085
CVE-2024-2213,3.3,0.00016,0,33.008
CVE-2023-51792,3.3,0.00016,0,33.008
CVE-2024-40798,3.3,0.00015,0,33.0075
CVE-2025-31948,3.3,0.00015,0,33.0075
CVE-2025-25216,3.3,0.00015,0,33.0075
CVE-2024-40795,3.3,0.00015,0,33.0075
CVE-2025-43344,3.3,0.00015,0,33.0075
CVE-2025-61786,3.3,0.00014,0,33.007
CVE-2025-61785,3.3,0.00014,0,33.007
CVE-2025-23339,3.3,0.00014,0,33.007
CVE-2025-43294,3.3,0.00014,0,33.007
CVE-2024-40778,3.3,0.00014,0,33.007
CVE-2025-60361,3.3,0.00014,0,33.007
CVE-2025-43357,3.3,0.00014,0,33.007
CVE-2025-23308,3.3,0.00014,0,33.007
CVE-2025-32088,3.3,0.00013,0,33.0065
CVE-2025-43301,3.3,0.00013,0,33.0065
CVE-2025-43395,3.3,0.00012,0,33.006
CVE-2025-43328,3.3,0.00012,0,33.006
CVE-2024-23217,3.3,0.00012,0,33.006
CVE-2025-11839,3.3,0.00012,0,33.006
CVE-2025-58286,3.3,0.0001,0,33.005
CVE-2025-58290,3.3,0.0001,0,33.005
CVE-2025-58291,3.3,0.0001,0,33.005
CVE-2025-58292,3.3,0.0001,0,33.005
CVE-2025-43442,3.3,0.0001,0,33.005
CVE-2024-41027,3.3,7e-05,0,33.0035
CVE-2025-5496,3.3,5e-05,0,33.0025
CVE-2024-26992,3.3,3e-05,0,33.0015
CVE-2024-6762,3.1,0.02205,0,32.1025
CVE-2025-11248,3.2,0.00141,0,32.0705
CVE-2023-37517,3.2,0.00025,0,32.0125
CVE-2024-36331,3.2,0.00018,0,32.009
CVE-2025-27221,3.2,0.00018,0,32.009
CVE-2023-37516,3.2,0.00012,0,32.006
CVE-2024-30127,3.2,0.00012,0,32.006
CVE-2024-8925,3.1,0.01777,0,31.8885
CVE-2023-42119,3.1,0.00408,0,31.204
CVE-2024-21231,3.1,0.00236,0,31.118
CVE-2024-20923,3.1,0.00233,0,31.1165
CVE-2024-20925,3.1,0.00218,0,31.109
CVE-2024-32152,3.1,0.002,0,31.1
CVE-2024-50343,3.1,0.00165,0,31.0825
CVE-2024-50345,3.1,0.00149,0,31.0745
CVE-2025-1217,3.1,0.00097,0,31.0485
CVE-2024-10977,3.1,0.00071,0,31.0355
CVE-2025-23415,3.1,0.00057,0,31.0285
CVE-2025-11731,3.1,0.00052,0,31.026
CVE-2025-8850,3.1,0.0005,0,31.025
CVE-2025-12623,3.1,0.00045,0,31.0225
CVE-2025-10014,3.1,0.00045,0,31.0225
CVE-2025-59280,3.1,0.00043,0,31.0215
CVE-2025-54196,3.1,0.00042,0,31.021
CVE-2025-62711,3.1,0.00041,0,31.0205
CVE-2025-6088,3.1,0.00039,0,31.0195
CVE-2025-8998,3.1,0.00039,0,31.0195
CVE-2025-59682,3.1,0.00038,0,31.019
CVE-2025-62379,3.1,0.00038,0,31.019
CVE-2025-8515,3.1,0.00038,0,31.019
CVE-2025-59422,3.1,0.00034,0,31.017
CVE-2025-52655,3.1,0.00034,0,31.017
CVE-2025-54499,3.1,0.00032,0,31.016
CVE-2025-12918,3.1,0.00031,0,31.0155
CVE-2024-36469,3.1,0.00029,0,31.0145
CVE-2025-1792,3.1,0.00029,0,31.0145
CVE-2025-11219,3.1,0.00027,0,31.0135
CVE-2025-62772,3.1,0.00025,0,31.0125
CVE-2025-10545,3.1,0.00024,0,31.012
CVE-2025-62774,3.1,0.00021,0,31.0105
CVE-2025-11647,3.1,0.00019,0,31.0095
CVE-2025-6026,3.1,0.00014,0,31.007
CVE-2025-2349,3.1,0.00013,0,31.0065
CVE-2025-46653,3.1,0.00012,0,31.006
CVE-2024-41980,3.1,0.00011,0,31.0055
CVE-2025-23050,3.1,0.0001,0,31.005
CVE-2025-11640,3.1,8e-05,0,31.004
CVE-2025-64686,3.1,3e-05,0,31.0015
CVE-2025-20378,3.1,0.0,0,31.0
CVE-2024-22122,3.0,0.00262,0,30.131
CVE-2025-42909,3.0,0.0003,0,30.015
CVE-2025-62505,3.0,0.0003,0,30.015
CVE-2007-2447,0.0,0.58915,0,29.457499999999996
CVE-2024-8443,2.9,0.00155,0,29.0775
CVE-2025-27113,2.9,0.00153,0,29.0765
CVE-2025-43964,2.9,0.00054,0,29.027
CVE-2025-43963,2.9,0.00036,0,29.018
CVE-2025-43962,2.9,0.00036,0,29.018
CVE-2025-43961,2.9,0.00036,0,29.018
CVE-2023-26819,2.9,0.00031,0,29.0155
CVE-2025-32415,2.9,0.00024,0,29.012
CVE-2025-46656,2.9,0.00023,0,29.0115
CVE-2025-2529,2.9,0.00017,0,29.0085
CVE-2023-53154,2.9,0.00017,0,29.0085
CVE-2025-57837,2.9,0.00016,0,29.008
CVE-2019-15790,2.8,0.00049,0,28.0245
CVE-2024-43167,2.8,0.00026,0,28.013
CVE-2025-43365,2.8,0.0002,0,28.01
CVE-2025-43349,2.8,0.00016,0,28.008
CVE-2025-48930,2.8,0.00013,0,28.0065
CVE-2025-58282,2.8,7e-05,0,28.0035
CVE-2024-22123,2.7,0.00246,0,27.123
CVE-2024-42333,2.7,0.00182,0,27.091
CVE-2024-36464,2.7,0.0012,0,27.06
CVE-2024-31450,2.7,0.00097,0,27.0485
CVE-2025-3985,2.7,0.00096,0,27.048
CVE-2025-58903,2.7,0.00052,0,27.026
CVE-2024-40864,2.7,0.00051,0,27.0255
CVE-2025-30681,2.7,0.0005,0,27.025
CVE-2025-54234,2.7,0.0005,0,27.025
CVE-2025-10723,2.7,0.00046,0,27.023
CVE-2025-62480,2.7,0.0004,0,27.02
CVE-2025-62479,2.7,0.0004,0,27.02
CVE-2025-4614,2.7,0.00038,0,27.019
CVE-2025-12923,2.7,0.00037,0,27.0185
CVE-2025-64352,2.7,0.00032,0,27.016
CVE-2025-31514,2.7,0.00032,0,27.016
CVE-2025-30703,2.7,0.00032,0,27.016
CVE-2025-11888,2.7,0.00032,0,27.016
CVE-2025-53051,2.7,0.0003,0,27.015
CVE-2025-41721,2.7,0.00029,0,27.0145
CVE-2025-61749,2.7,0.00029,0,27.0145
CVE-2025-42883,2.7,0.00026,0,27.013
CVE-2025-30258,2.7,0.00022,0,27.011
CVE-2025-6601,2.7,0.00015,0,27.0075
CVE-2025-64773,2.7,1e-05,0,27.0005
CVE-2025-64682,2.7,1e-05,0,27.0005
CVE-2025-64681,2.7,1e-05,0,27.0005
CVE-2024-0230,2.4,0.04606,0,26.303
CVE-2024-5798,2.6,0.0022,0,26.11
CVE-2022-39347,2.6,0.00112,0,26.056
CVE-2024-30261,2.6,0.00104,0,26.052
CVE-2023-40184,2.6,0.00049,0,26.0245
CVE-2025-54087,2.6,0.0003,0,26.015
CVE-2024-41985,2.6,0.00029,0,26.0145
CVE-2025-64326,2.6,0.00028,0,26.014
CVE-2025-47890,2.6,0.00023,0,26.0115
CVE-2024-41984,2.6,0.00017,0,26.0085
CVE-2025-54798,2.5,0.00071,0,25.0355
CVE-2025-1376,2.5,0.00064,0,25.032
CVE-2024-13978,2.5,0.00033,0,25.0165
CVE-2023-25546,2.5,0.00027,0,25.0135
CVE-2025-6170,2.5,0.00015,0,25.0075
CVE-2024-11954,2.4,0.00186,0,24.093
CVE-2024-27862,2.4,0.00183,0,24.0915
CVE-2024-44265,2.4,0.00179,0,24.0895
CVE-2024-23255,2.4,0.00142,0,24.071
CVE-2023-40529,2.4,0.00125,0,24.0625
CVE-2024-23240,2.4,0.00118,0,24.059
CVE-2023-7143,2.4,0.00103,0,24.0515
CVE-2024-44180,2.4,0.00094,0,24.047
CVE-2025-0537,2.4,0.00083,0,24.0415
CVE-2025-1585,2.4,0.0008,0,24.04
CVE-2024-40822,2.4,0.00077,0,24.0385
CVE-2023-42874,2.4,0.00075,0,24.0375
CVE-2024-12983,2.4,0.0007,0,24.035
CVE-2024-44139,2.4,0.00051,0,24.0255
CVE-2024-44251,2.4,0.0005,0,24.025
CVE-2024-40851,2.4,0.0005,0,24.025
CVE-2025-2491,2.4,0.00045,0,24.0225
CVE-2024-54485,2.4,0.0004,0,24.02
CVE-2024-13902,2.4,0.00035,0,24.0175
CVE-2025-12332,2.4,0.00034,0,24.017
CVE-2025-12920,2.4,0.00033,0,24.0165
CVE-2025-12282,2.4,0.00032,0,24.016
CVE-2025-12330,2.4,0.00032,0,24.016
CVE-2025-10909,2.4,0.00031,0,24.0155
CVE-2025-2490,2.4,0.00031,0,24.0155
CVE-2025-12280,2.4,0.00027,0,24.0135
CVE-2025-12281,2.4,0.00027,0,24.0135
CVE-2025-12279,2.4,0.00026,0,24.013
CVE-2025-12312,2.4,0.00026,0,24.013
CVE-2025-12311,2.4,0.00026,0,24.013
CVE-2025-12303,2.4,0.00026,0,24.013
CVE-2025-24193,2.4,0.00024,0,24.012
CVE-2025-5407,2.4,0.00024,0,24.012
CVE-2025-11645,2.4,0.00024,0,24.012
CVE-2025-21046,2.4,0.00024,0,24.012
CVE-2025-12231,2.4,0.00023,0,24.0115
CVE-2025-12228,2.4,0.00023,0,24.0115
CVE-2025-12229,2.4,0.00023,0,24.0115
CVE-2025-12230,2.4,0.00023,0,24.0115
CVE-2025-30469,2.4,0.0002,0,24.01
CVE-2025-43309,2.4,0.00019,0,24.0095
CVE-2025-43350,2.4,0.00019,0,24.0095
CVE-2025-62773,2.4,0.00019,0,24.0095
CVE-2025-43408,2.4,0.00016,0,24.008
CVE-2025-11634,2.4,0.00016,0,24.008
CVE-2025-8606,2.4,0.00016,0,24.008
CVE-2023-48361,2.3,0.00022,0,23.011
CVE-2025-43910,2.3,0.00017,0,23.0085
CVE-2023-5870,2.2,0.00663,0,22.3315
CVE-2024-21237,2.2,0.00138,0,22.069
CVE-2024-21232,2.2,0.00137,0,22.0685
CVE-2024-21244,2.2,0.00097,0,22.0485
CVE-2024-21243,2.2,0.00097,0,22.0485
CVE-2025-6227,2.2,0.00038,0,22.019
CVE-2025-47821,2.2,0.00028,0,22.014
CVE-2025-47823,2.2,0.00028,0,22.014
CVE-2025-47818,2.2,0.00028,0,22.014
CVE-2025-40571,2.2,0.00024,0,22.012
CVE-2025-24314,2.2,0.00023,0,22.0115
CVE-2025-56746,2.2,0.00015,0,22.0075
CVE-2025-59294,2.1,0.00046,0,21.023
CVE-2024-57257,2.0,0.00036,0,20.018
CVE-2025-24862,2.0,0.00026,0,20.013
CVE-2025-24307,2.0,0.00023,0,20.0115
CVE-2025-11644,2.0,0.00019,0,20.0095
CVE-2025-43423,2.0,0.00018,0,20.009
CVE-2025-32037,2.0,0.00017,0,20.0085
CVE-2025-47824,2.0,0.00011,0,20.0055
CVE-2025-47820,2.0,0.00011,0,20.0055
CVE-2025-9806,1.9,0.00014,0,19.007
CVE-2025-21520,1.8,0.0009,0,18.045
CVE-2025-11650,1.8,7e-05,0,18.0035
CVE-2025-34152,0.0,0.34822,0,17.410999999999998
CVE-2025-2611,0.0,0.34265,0,17.1325
CVE-2015-1318,0.0,0.19068,0,9.533999999999999
CVE-2014-1907,0.0,0.08772,0,4.386
CVE-2025-34040,0.0,0.05568,0,2.784
CVE-2025-34143,0.0,0.04804,0,2.402
CVE-2025-59419,0.0,0.0438,0,2.19
CVE-2022-50596,0.0,0.04227,0,2.1135
CVE-2025-34151,0.0,0.03723,0,1.8615
CVE-2014-5417,0.0,0.02627,0,1.3135000000000001
CVE-2023-7304,0.0,0.02549,0,1.2745
CVE-2025-58438,0.0,0.02501,0,1.2505
CVE-2014-5409,0.0,0.02293,0,1.1464999999999999
CVE-2014-5418,0.0,0.01987,0,0.9934999999999999
CVE-2025-34141,0.0,0.01966,0,0.983
CVE-2025-62696,0.0,0.01706,0,0.853
CVE-2025-34149,0.0,0.01483,0,0.7414999999999999
CVE-2014-5419,0.0,0.01383,0,0.6915
CVE-2025-0938,0.0,0.01283,0,0.6415
CVE-2014-1906,0.0,0.0122,0,0.61
CVE-2012-5887,0.0,0.012,0,0.6
CVE-2018-25118,0.0,0.01196,0,0.598
CVE-2017-20204,0.0,0.01188,0,0.594
CVE-2025-34132,0.0,0.01102,0,0.551
CVE-2018-25120,0.0,0.01096,0,0.5479999999999999
CVE-2014-0786,0.0,0.00889,0,0.4445
CVE-2016-15048,0.0,0.00881,0,0.4405
CVE-2014-5408,0.0,0.00868,0,0.434
CVE-2025-34150,0.0,0.00846,0,0.42300000000000004
CVE-2025-64328,0.0,0.0078,0,0.38999999999999996
CVE-2025-50121,0.0,0.00772,0,0.386
CVE-2014-5403,0.0,0.00678,0,0.33899999999999997
CVE-2018-25124,0.0,0.00668,0,0.334
CVE-2014-2374,0.0,0.00657,0,0.3285
CVE-2025-62713,0.0,0.00625,0,0.3125
CVE-2023-7311,0.0,0.00619,0,0.3095
CVE-2014-2373,0.0,0.00605,0,0.3025
CVE-2024-50336,0.0,0.00576,0,0.28800000000000003
CVE-2016-15047,0.0,0.00565,0,0.2825
CVE-2024-7397,0.0,0.00563,0,0.2815
CVE-2014-2375,0.0,0.00562,0,0.281
CVE-2025-62714,0.0,0.00561,0,0.2805
CVE-2025-1036,0.0,0.00558,0,0.27899999999999997
CVE-2014-5406,0.0,0.0055,0,0.27499999999999997
CVE-2014-5412,0.0,0.00537,0,0.26849999999999996
CVE-2022-50593,0.0,0.00521,0,0.2605
CVE-2022-50592,0.0,0.00521,0,0.2605
CVE-2022-50595,0.0,0.00521,0,0.2605
CVE-2010-4756,0.0,0.0052,0,0.26
CVE-2025-34153,0.0,0.0052,0,0.26
CVE-2024-52006,0.0,0.00518,0,0.259
CVE-2014-2377,0.0,0.00517,0,0.2585
CVE-2025-11548,0.0,0.00493,0,0.24650000000000002
CVE-2014-5411,0.0,0.00492,0,0.246
CVE-2025-62381,0.0,0.0049,0,0.245
CVE-2025-34155,0.0,0.0047,0,0.23500000000000001
CVE-2017-20203,0.0,0.00466,0,0.233
CVE-2025-34239,0.0,0.00449,0,0.2245
CVE-2025-61927,0.0,0.00436,0,0.218
CVE-2025-64439,0.0,0.00419,0,0.20950000000000002
CVE-2025-34292,0.0,0.00418,0,0.209
CVE-2013-5714,0.0,0.00414,0,0.207
CVE-2014-5405,0.0,0.0041,0,0.20500000000000002
CVE-2025-61678,0.0,0.00404,0,0.202
CVE-2014-5397,0.0,0.00397,0,0.19849999999999998
CVE-2025-34248,0.0,0.0039,0,0.19499999999999998
CVE-2025-34164,0.0,0.00389,0,0.19449999999999998
CVE-2009-2260,0.0,0.00388,0,0.194
CVE-2025-12155,0.0,0.00377,0,0.1885
CVE-2025-1795,0.0,0.00371,0,0.1855
CVE-2014-5399,0.0,0.0037,0,0.185
CVE-2025-53880,0.0,0.00363,0,0.1815
CVE-2017-20205,0.0,0.00358,0,0.179
CVE-2022-50591,0.0,0.00345,0,0.1725
CVE-2022-50594,0.0,0.00345,0,0.1725
CVE-2025-0520,0.0,0.00329,0,0.1645
CVE-2022-50589,0.0,0.00324,0,0.16199999999999998
CVE-2025-62507,0.0,0.00319,0,0.1595
CVE-2014-5413,0.0,0.00314,0,0.157
CVE-2014-5398,0.0,0.00309,0,0.1545
CVE-2014-2376,0.0,0.00293,0,0.1465
CVE-2025-2794,0.0,0.00292,0,0.146
CVE-2025-38089,0.0,0.00272,0,0.136
CVE-2014-2350,0.0,0.00254,0,0.127
CVE-2024-11716,0.0,0.00239,0,0.11950000000000001
CVE-2025-49594,0.0,0.00238,0,0.11900000000000001
CVE-2025-61928,0.0,0.00238,0,0.11900000000000001
CVE-2025-9965,0.0,0.00235,0,0.11750000000000001
CVE-2025-64513,0.0,0.00235,0,0.11750000000000001
CVE-2025-62614,0.0,0.00233,0,0.1165
CVE-2024-50349,0.0,0.0023,0,0.11499999999999999
CVE-2024-8088,0.0,0.00226,0,0.11299999999999999
CVE-2025-61783,0.0,0.00212,0,0.106
CVE-2025-62248,0.0,0.00208,0,0.104
CVE-2025-12060,0.0,0.00204,0,0.10200000000000001
CVE-2025-12460,0.0,0.002,0,0.1
CVE-2025-9313,0.0,0.002,0,0.1
CVE-2025-62239,0.0,0.00199,0,0.0995
CVE-2025-62238,0.0,0.00194,0,0.097
CVE-2025-62240,0.0,0.00194,0,0.097
CVE-2025-62237,0.0,0.00194,0,0.097
CVE-2025-34142,0.0,0.00192,0,0.096
CVE-2014-2378,0.0,0.00189,0,0.0945
CVE-2025-62259,0.0,0.00188,0,0.094
CVE-2025-48385,0.0,0.00185,0,0.0925
CVE-2025-6950,0.0,0.00181,0,0.0905
CVE-2025-58464,0.0,0.0018,0,0.09
CVE-2025-34154,0.0,0.00178,0,0.089
CVE-2025-57712,0.0,0.00178,0,0.089
CVE-2025-64385,0.0,0.00175,0,0.08750000000000001
CVE-2025-62253,0.0,0.00173,0,0.0865
CVE-2025-38676,0.0,0.00169,0,0.0845
CVE-2025-62246,0.0,0.00168,0,0.084
CVE-2025-62255,0.0,0.00168,0,0.084
CVE-2025-58463,0.0,0.00165,0,0.0825
CVE-2025-26618,0.0,0.00165,0,0.0825
CVE-2025-9066,0.0,0.00164,0,0.082
CVE-2025-31342,0.0,0.00164,0,0.082
CVE-2025-3930,0.0,0.00163,0,0.0815
CVE-2025-41107,0.0,0.00163,0,0.0815
CVE-2025-41001,0.0,0.00163,0,0.0815
CVE-2024-13991,0.0,0.00162,0,0.08099999999999999
CVE-2025-59051,0.0,0.00161,0,0.0805
CVE-2025-34147,0.0,0.0016,0,0.08
CVE-2025-34148,0.0,0.0016,0,0.08
CVE-2024-0336,0.0,0.00154,0,0.077
CVE-2025-61675,0.0,0.00154,0,0.077
CVE-2025-34140,0.0,0.00154,0,0.077
CVE-2025-47207,0.0,0.00152,0,0.076
CVE-2025-52865,0.0,0.00152,0,0.076
CVE-2025-53412,0.0,0.00152,0,0.076
CVE-2024-6406,0.0,0.00152,0,0.076
CVE-2025-53408,0.0,0.00152,0,0.076
CVE-2025-48387,0.0,0.00148,0,0.074
CVE-2025-53410,0.0,0.00146,0,0.073
CVE-2025-53413,0.0,0.00146,0,0.073
CVE-2025-53409,0.0,0.00146,0,0.073
CVE-2024-11717,0.0,0.00145,0,0.0725
CVE-2025-62252,0.0,0.00139,0,0.06949999999999999
CVE-2025-62244,0.0,0.00139,0,0.06949999999999999
CVE-2024-58054,0.0,0.00138,0,0.06899999999999999
CVE-2014-2380,0.0,0.00137,0,0.06849999999999999
CVE-2025-53411,0.0,0.00135,0,0.0675
CVE-2025-50125,0.0,0.00129,0,0.0645
CVE-2025-53399,0.0,0.00128,0,0.064
CVE-2025-59429,0.0,0.00125,0,0.0625
CVE-2025-38160,0.0,0.00124,0,0.062
CVE-2024-9286,0.0,0.00124,0,0.062
CVE-2025-38138,0.0,0.00124,0,0.062
CVE-2024-4658,0.0,0.00124,0,0.062
CVE-2025-38143,0.0,0.00124,0,0.062
CVE-2025-38145,0.0,0.00124,0,0.062
CVE-2024-12425,0.0,0.00122,0,0.061
CVE-2024-26922,0.0,0.00122,0,0.061
CVE-2022-50590,0.0,0.00122,0,0.061
CVE-2025-39713,0.0,0.00116,0,0.058
CVE-2025-9158,0.0,0.00116,0,0.058
CVE-2021-4461,0.0,0.00116,0,0.058
CVE-2025-38084,0.0,0.00114,0,0.056999999999999995
CVE-2024-8074,0.0,0.00113,0,0.056499999999999995
CVE-2020-36870,0.0,0.0011,0,0.055
CVE-2014-2349,0.0,0.00107,0,0.0535
CVE-2025-9962,0.0,0.00106,0,0.053
CVE-2025-62243,0.0,0.00105,0,0.0525
CVE-2025-52425,0.0,0.00105,0,0.0525
CVE-2025-48043,0.0,0.00104,0,0.052
CVE-2025-39998,0.0,0.00102,0,0.051000000000000004
CVE-2025-37998,0.0,0.00102,0,0.051000000000000004
CVE-2025-62366,0.0,0.00101,0,0.0505
CVE-2025-6438,0.0,0.00101,0,0.0505
CVE-2025-62380,0.0,0.00101,0,0.0505
CVE-2025-11534,0.0,0.001,0,0.05
CVE-2017-20201,0.0,0.001,0,0.05
CVE-2024-53849,0.0,0.00099,0,0.0495
CVE-2025-63713,0.0,0.00098,0,0.049
CVE-2025-5115,0.0,0.00098,0,0.049
CVE-2025-62172,0.0,0.00097,0,0.0485
CVE-2025-62376,0.0,0.00097,0,0.0485
CVE-2025-10693,0.0,0.00097,0,0.0485
CVE-2011-10033,0.0,0.00096,0,0.048
CVE-2025-38416,0.0,0.00096,0,0.048
CVE-2025-37862,0.0,0.00095,0,0.0475
CVE-2024-27001,0.0,0.00094,0,0.047
CVE-2025-38066,0.0,0.00092,0,0.046
CVE-2025-38037,0.0,0.00092,0,0.046
CVE-2025-38298,0.0,0.00092,0,0.046
CVE-2025-38067,0.0,0.00092,0,0.046
CVE-2025-38052,0.0,0.00092,0,0.046
CVE-2025-38051,0.0,0.00092,0,0.046
CVE-2025-38044,0.0,0.00092,0,0.046
CVE-2025-38227,0.0,0.00092,0,0.046
CVE-2025-38061,0.0,0.00092,0,0.046
CVE-2025-38065,0.0,0.00092,0,0.046
CVE-2025-38058,0.0,0.00092,0,0.046
CVE-2025-38031,0.0,0.00092,0,0.046
CVE-2025-38035,0.0,0.00092,0,0.046
CVE-2025-38034,0.0,0.00092,0,0.046
CVE-2025-38112,0.0,0.00092,0,0.046
CVE-2025-38229,0.0,0.00092,0,0.046
CVE-2025-38024,0.0,0.00092,0,0.046
CVE-2025-38023,0.0,0.00092,0,0.046
CVE-2025-38009,0.0,0.00092,0,0.046
CVE-2025-38072,0.0,0.00092,0,0.046
CVE-2025-38286,0.0,0.00092,0,0.046
CVE-2025-38230,0.0,0.00092,0,0.046
CVE-2025-38231,0.0,0.00092,0,0.046
CVE-2025-38285,0.0,0.00092,0,0.046
CVE-2025-38273,0.0,0.00092,0,0.046
CVE-2025-38005,0.0,0.00092,0,0.046
CVE-2025-38102,0.0,0.00092,0,0.046
CVE-2025-38219,0.0,0.00092,0,0.046
CVE-2025-38074,0.0,0.00092,0,0.046
CVE-2025-38161,0.0,0.00092,0,0.046
CVE-2025-38153,0.0,0.00092,0,0.046
CVE-2025-38147,0.0,0.00092,0,0.046
CVE-2025-38146,0.0,0.00092,0,0.046
CVE-2025-38136,0.0,0.00092,0,0.046
CVE-2025-38135,0.0,0.00092,0,0.046
CVE-2025-38085,0.0,0.00092,0,0.046
CVE-2025-38086,0.0,0.00092,0,0.046
CVE-2025-38115,0.0,0.00092,0,0.046
CVE-2025-38090,0.0,0.00092,0,0.046
CVE-2025-38094,0.0,0.00092,0,0.046
CVE-2025-38095,0.0,0.00092,0,0.046
CVE-2025-38100,0.0,0.00092,0,0.046
CVE-2025-38103,0.0,0.00092,0,0.046
CVE-2025-38107,0.0,0.00092,0,0.046
CVE-2025-38108,0.0,0.00092,0,0.046
CVE-2025-38157,0.0,0.00092,0,0.046
CVE-2025-38163,0.0,0.00092,0,0.046
CVE-2025-38075,0.0,0.00092,0,0.046
CVE-2025-38173,0.0,0.00092,0,0.046
CVE-2025-38078,0.0,0.00092,0,0.046
CVE-2025-38079,0.0,0.00092,0,0.046
CVE-2025-38083,0.0,0.00092,0,0.046
CVE-2025-38226,0.0,0.00092,0,0.046
CVE-2025-38222,0.0,0.00092,0,0.046
CVE-2025-38313,0.0,0.00092,0,0.046
CVE-2025-38218,0.0,0.00092,0,0.046
CVE-2025-38214,0.0,0.00092,0,0.046
CVE-2025-38212,0.0,0.00092,0,0.046
CVE-2025-38185,0.0,0.00092,0,0.046
CVE-2025-38184,0.0,0.00092,0,0.046
CVE-2025-38181,0.0,0.00092,0,0.046
CVE-2025-38180,0.0,0.00092,0,0.046
CVE-2025-38177,0.0,0.00092,0,0.046
CVE-2025-38174,0.0,0.00092,0,0.046
CVE-2025-38312,0.0,0.00092,0,0.046
CVE-2025-38111,0.0,0.00092,0,0.046
CVE-2023-7305,0.0,0.00092,0,0.046
CVE-2025-38348,0.0,0.00092,0,0.046
CVE-2025-38336,0.0,0.00092,0,0.046
CVE-2025-57706,0.0,0.00092,0,0.046
CVE-2025-58465,0.0,0.00092,0,0.046
CVE-2025-38346,0.0,0.00092,0,0.046
CVE-2025-38337,0.0,0.00092,0,0.046
CVE-2025-38347,0.0,0.00092,0,0.046
CVE-2025-38007,0.0,0.00091,0,0.0455
CVE-2025-10348,0.0,0.0009,0,0.045
CVE-2025-48044,0.0,0.0009,0,0.045
CVE-2025-38166,0.0,0.0009,0,0.045
CVE-2025-37997,0.0,0.00089,0,0.0445
CVE-2025-37932,0.0,0.00089,0,0.0445
CVE-2025-37995,0.0,0.00089,0,0.0445
CVE-2025-37913,0.0,0.00089,0,0.0445
CVE-2025-37990,0.0,0.00089,0,0.0445
CVE-2025-37991,0.0,0.00089,0,0.0445
CVE-2025-37909,0.0,0.00089,0,0.0445
CVE-2025-37890,0.0,0.00089,0,0.0445
CVE-2025-37970,0.0,0.00089,0,0.0445
CVE-2025-37969,0.0,0.00089,0,0.0445
CVE-2025-37915,0.0,0.00089,0,0.0445
CVE-2025-37958,0.0,0.00089,0,0.0445
CVE-2025-37953,0.0,0.00089,0,0.0445
CVE-2025-37819,0.0,0.00089,0,0.0445
CVE-2025-37949,0.0,0.00089,0,0.0445
CVE-2025-37992,0.0,0.00089,0,0.0445
CVE-2025-38293,0.0,0.00088,0,0.044000000000000004
CVE-2025-37914,0.0,0.00087,0,0.0435
CVE-2025-54167,0.0,0.00085,0,0.042499999999999996
